transaction_date,category_code,crop_code,crop_name,market_code,market_name,highest_price,median_price,lowest_price,average_price,transaction_volume
2024.08.11,N05,11,椰子,104,台北二,36.9,21.4,17.4,23.7,1170
2024.08.11,N05,119,椰子-進口,104,台北二,90,75,60,75,80
2024.08.11,N05,129,椰子-剝殼進口,104,台北二,33.3,33.3,33.3,33.3,400
2024.08.11,N05,31,釋迦,104,台北二,79.4,63.6,51.8,64.4,4181
2024.08.11,N05,469,藍莓-進口,104,台北二,268.3,230.7,200,232.1,324
2024.08.11,N05,50,百香果-其他,104,台北二,130,102.5,61.9,99.9,240
2024.08.11,N05,51,百香果-改良種,104,台北二,128.8,84.3,56.6,87.6,3174
2024.08.11,N05,72,小番茄-聖女,104,台北二,140.9,96,45.8,94.9,1697
2024.08.11,N05,73,小番茄-嬌女,104,台北二,75,75,75,75,12
2024.08.11,N05,74,小番茄-玉女,104,台北二,382.1,273.4,217.9,284,347
2024.08.11,N05,811,紅龍果-白肉,104,台北二,127.8,79,47.3,82.5,2326
2024.08.11,N05,812,紅龍果-紅肉,104,台北二,127.6,89.9,50.9,89.7,6889
2024.08.11,N05,813,紅龍果-雙色紅龍果,104,台北二,131.1,117.4,80,112.7,54
2024.08.11,N05,839,櫻桃-進口,104,台北二,254.5,203.6,129,198.9,1526
2024.08.11,N05,849,石榴-進口,104,台北二,180,172.9,170,173.8,40
2024.08.11,N05,859,榴槤-進口,104,台北二,152.4,121.7,120,127.5,91
2024.08.11,N05,869,山竹-進口,104,台北二,233.3,233.3,233.3,233.3,32
2024.08.11,N05,87,紅毛丹,104,台北二,162.7,157.4,122.6,151.5,73
2024.08.11,N05,91,其他,104,台北二,30,27.5,21.5,26.8,290
2024.08.11,N05,919,其他-進口,104,台北二,253.3,180,106.7,180,20
2024.08.11,N05,A1,香蕉,104,台北二,65.4,54,38.8,53.2,4170
2024.08.11,N05,A2,香蕉-芭蕉紅芭蕉,104,台北二,57.9,35.8,26,38.3,2036
2024.08.11,N05,A3,香蕉-旦蕉,104,台北二,90,90,90,90,9
2024.08.11,N05,A4,香蕉-越旦,104,台北二,44.8,28.6,20.1,30.1,151
2024.08.11,N05,B2,鳳梨-金鑽鳳梨,104,台北二,58.5,34.6,24.7,37.4,3429
2024.08.11,N05,B7,鳳梨-牛奶鳳梨,104,台北二,46.2,40,33.7,40,2456
2024.08.11,N05,B8,鳳梨-西瓜鳳梨,104,台北二,40,40,38,39.6,317
2024.08.11,N05,C9,柑橘-進口,104,台北二,533.3,533.3,492.3,525.1,65
2024.08.11,N05,E9,甜橙-進口,104,台北二,30,28.9,26.7,28.6,3040
2024.08.11,N05,F0,雜柑-其他,104,台北二,30,30,30,30,14
2024.08.11,N05,F1,雜柑-檸檬,104,台北二,40.5,25.4,12.1,25.8,421
2024.08.11,N05,F4,雜柑-桔子,104,台北二,81.1,59.5,29.5,57.8,252
2024.08.11,N05,F5,雜柑-無子檸檬,104,台北二,45.6,23.4,13.5,25.9,2118
2024.08.11,N05,F6,雜柑-黃金檸檬,104,台北二,24.5,21,17.3,21,586
2024.08.11,N04,FA1,黃秋葵,104,台北二,213,110.2,64.3,121.6,854
2024.08.11,N04,FA2,樊花,104,台北二,15,15,15,15,10
2024.08.11,N04,FB1,花椰菜-青梗,104,台北二,213.8,131.8,84.2,138.7,160
2024.08.11,N04,FC1,胡瓜-黑刺,104,台北二,63.7,47.7,24.9,46.3,4936
2024.08.11,N04,FD0,花胡瓜-其他,104,台北二,153.8,106.1,30.6,100.5,338
2024.08.11,N04,FD1,花胡瓜,104,台北二,94.2,66.6,35.7,65.9,11661
2024.08.11,N04,FE0,冬瓜-其他,104,台北二,19,16.3,12,16,37
2024.08.11,N04,FE1,冬瓜-白皮,104,台北二,26,20.6,15.3,20.6,2679
2024.08.11,N04,FF0,絲瓜-其他,104,台北二,110.9,87.5,69.8,88.6,793
2024.08.11,N04,FF1,絲瓜,104,台北二,147.7,96,46.6,96.5,1980
2024.08.11,N04,FF2,絲瓜-角瓜,104,台北二,200,171.6,112,165.3,33
2024.08.11,N04,FG0,苦瓜-其他,104,台北二,146.1,101.5,78,105.7,590
2024.08.11,N04,FG1,苦瓜-白大米,104,台北二,146,105.1,53.6,103,2053
2024.08.11,N04,FG3,苦瓜-山苦瓜,104,台北二,80,60.3,36.6,59.5,53
2024.08.11,N04,FG4,苦瓜-翠綠,104,台北二,100,91.5,75.4,90,55
2024.08.11,N04,FH3,扁蒲-花蒲,104,台北二,76.4,58.4,44,59.1,685
2024.08.11,N04,FH4,扁蒲-梨子蒲,104,台北二,89.2,66.5,45.8,66.9,731
2024.08.11,N04,FI0,茄子-其他,104,台北二,100,41.8,20,49.1,33
2024.08.11,N04,FI2,茄子-麻荸茄,104,台北二,112.8,52.6,27,59.5,3149
2024.08.11,N04,FJ1,番茄-黑柿,104,台北二,155,155,155,155,30
2024.08.11,N04,FJ3,番茄-牛番茄,104,台北二,105.8,76,45.2,75.8,10200
2024.08.11,N04,FK3,甜椒-新香,104,台北二,69,50.3,25,49,22
2024.08.11,N04,FK4,甜椒-彩色種,104,台北二,105.4,69.4,53,73.3,1970
2024.08.11,N04,FK5,甜椒-青椒,104,台北二,79.8,65.3,40.4,63.2,2761
