transaction_date,category_code,crop_code,crop_name,market_code,market_name,highest_price,median_price,lowest_price,average_price,transaction_volume
2024.09.11,N05,11,椰子,104,台北二,30.2,20.6,17.6,21.9,970
2024.09.11,N05,129,椰子-剝殼進口,104,台北二,26.7,26.7,26.7,26.7,600
2024.09.11,N05,31,釋迦,104,台北二,110,81.3,59.8,82.7,1094
2024.09.11,N05,469,藍莓-進口,104,台北二,233.3,67.3,12,89.4,1300
2024.09.11,N05,50,百香果-其他,104,台北二,180,128.8,112.3,135.7,881
2024.09.11,N05,51,百香果-改良種,104,台北二,193.8,140,78.8,138.5,1711
2024.09.11,N05,72,小番茄-聖女,104,台北二,146,130.2,92.3,125.8,1244
2024.09.11,N05,74,小番茄-玉女,104,台北二,360,307.6,233.4,303.2,186
2024.09.11,N05,811,紅龍果-白肉,104,台北二,91.2,57.4,35.2,59.8,2971
2024.09.11,N05,812,紅龍果-紅肉,104,台北二,94.9,71.5,41.6,70.2,10036
2024.09.11,N05,813,紅龍果-雙色紅龍果,104,台北二,159.6,138.6,111.2,137.3,130
2024.09.11,N05,859,榴槤-進口,104,台北二,111.1,111.1,111.1,111.1,1560
2024.09.11,N05,91,其他,104,台北二,136.2,52.8,32.5,65.4,427
2024.09.11,N05,919,其他-進口,104,台北二,70.1,40,40,46,620
2024.09.11,N05,A0,香蕉-其他,104,台北二,30,25.2,20,25.1,47
2024.09.11,N05,A1,香蕉,104,台北二,55.6,41.9,30.9,42.4,7917
2024.09.11,N05,A2,香蕉-芭蕉紅芭蕉,104,台北二,78,49.6,32.7,51.9,1646
2024.09.11,N05,A4,香蕉-越旦,104,台北二,46.4,39.4,24.7,37.9,240
2024.09.11,N05,B0,鳳梨-其他,104,台北二,53,48.8,46.3,49.1,351
2024.09.11,N05,B2,鳳梨-金鑽鳳梨,104,台北二,69,59.5,39.5,57.4,1597
2024.09.11,N05,B7,鳳梨-牛奶鳳梨,104,台北二,45.2,39.4,31.8,39,617
2024.09.11,N05,B8,鳳梨-西瓜鳳梨,104,台北二,37,36.9,36,36.7,90
2024.09.11,N05,C9,柑橘-進口,104,台北二,194.7,63.5,58.3,88.7,3350
2024.09.11,N05,E1,甜橙-柳橙,104,台北二,23.4,22.5,20.6,22.3,396
2024.09.11,N05,E9,甜橙-進口,104,台北二,26.7,26.7,26.7,26.7,600
2024.09.11,N05,F0,雜柑-其他,104,台北二,20,20,20,20,24
2024.09.11,N05,F1,雜柑-檸檬,104,台北二,29.5,19.7,15.4,20.8,1332
2024.09.11,N05,F4,雜柑-桔子,104,台北二,88,44.4,21.2,48.5,383
2024.09.11,N05,F5,雜柑-無子檸檬,104,台北二,43.7,29.7,16,29.7,3336
2024.09.11,N05,F6,雜柑-黃金檸檬,104,台北二,29.7,28,27.2,28.2,234
2024.09.11,N04,FA1,黃秋葵,104,台北二,117.5,71.4,34.7,73.3,1007
2024.09.11,N04,FB1,花椰菜-青梗,104,台北二,140,85.7,45,88.4,211
2024.09.11,N04,FB9,花椰菜-進口,104,台北二,120,120,120,120,50
2024.09.11,N04,FC1,胡瓜-黑刺,104,台北二,47.1,26.3,12.1,27.6,5452
2024.09.11,N04,FD0,花胡瓜-其他,104,台北二,112.5,64.5,50,71.2,448
2024.09.11,N04,FD1,花胡瓜,104,台北二,60.7,43.6,14.2,41.1,12930
2024.09.11,N04,FE0,冬瓜-其他,104,台北二,30,28.6,28,28.8,107
2024.09.11,N04,FE1,冬瓜-白皮,104,台北二,30,20.2,13.7,20.8,5135
2024.09.11,N04,FF0,絲瓜-其他,104,台北二,21.2,17,11.8,16.8,1965
2024.09.11,N04,FF1,絲瓜,104,台北二,28.2,15.5,7.1,16.3,18862
2024.09.11,N04,FF2,絲瓜-角瓜,104,台北二,45,31.2,25,32.7,62
2024.09.11,N04,FF4,絲瓜-長絲瓜,104,台北二,24,19.4,11.3,18.7,136
2024.09.11,N04,FG0,苦瓜-其他,104,台北二,60.7,48.6,26.7,46.6,864
2024.09.11,N04,FG1,苦瓜-白大米,104,台北二,84.4,54.2,29.5,55.3,3414
2024.09.11,N04,FG3,苦瓜-山苦瓜,104,台北二,95,95,95,95,30
2024.09.11,N04,FG4,苦瓜-翠綠,104,台北二,47.1,37.8,28.4,37.8,834
2024.09.11,N04,FH3,扁蒲-花蒲,104,台北二,29.2,21.8,13.9,21.7,1767
2024.09.11,N04,FH4,扁蒲-梨子蒲,104,台北二,35,24.5,16.3,25,2935
2024.09.11,N04,FI0,茄子-其他,104,台北二,100,52.3,10,53.4,201
2024.09.11,N04,FI2,茄子-麻荸茄,104,台北二,39.6,20.2,10.2,22.1,10882
2024.09.11,N04,FI3,茄子-日本種,104,台北二,10,10,10,10,40
2024.09.11,N04,FJ3,番茄-牛番茄,104,台北二,101.7,78.8,42.7,76.2,10240
2024.09.11,N04,FK3,甜椒-新香,104,台北二,52,52,52,52,12
2024.09.11,N04,FK4,甜椒-彩色種,104,台北二,145.6,69.3,28.4,76.4,786
2024.09.11,N04,FK5,甜椒-青椒,104,台北二,110.9,73.1,33.3,72.7,1734
2024.09.11,N04,FK6,甜椒-水果彩椒,104,台北二,170,102,58.4,106.9,484
2024.09.11,N04,FK9,甜椒-進口,104,台北二,114.3,66.7,20,66.9,550
2024.09.11,N04,FL9,豌豆-進口,104,台北二,181.3,140.7,6.7,122,452
2024.09.11,N04,FM2,菜豆-青色,104,台北二,88.6,68.6,23.6,63.6,1012
2024.09.11,N04,FN1,敏豆-白豆,104,台北二,192.2,102.9,33.8,106.9,1741
2024.09.11,N04,FN4,敏豆-翼豆,104,台北二,100,92.4,80,91.4,14
2024.09.11,N04,FN5,敏豆-醜豆,104,台北二,126.9,100.1,66.4,98.7,386
2024.09.11,N04,FP1,萊豆-豆莢,104,台北二,85,85,85,85,10
2024.09.11,N04,FQ1,毛豆-豆莢,104,台北二,90,90,90,90,24
2024.09.11,N04,FQ2,毛豆-豆仁,104,台北二,340,290.5,210,284.3,42
2024.09.11,N04,FR2,青花苔-青花筍,104,台北二,60,60,60,60,10
2024.09.11,N04,FR9,青花苔-進口,104,台北二,110.4,87.5,48.1,84.2,6338
2024.09.11,N04,FS1,越瓜-青色,104,台北二,12,9.8,5,9.2,400
2024.09.11,N04,FS2,越瓜-白色,104,台北二,40,40,40,40,20
2024.09.11,N04,FT0,南瓜-其他,104,台北二,40,40,40,40,48
2024.09.11,N04,FT1,南瓜-木瓜形,104,台北二,51.6,35.9,24.2,36.7,2494
2024.09.11,N04,FT2,南瓜-圓形,104,台北二,42.7,32.2,30,33.8,276
2024.09.11,N04,FT5,南瓜-青如意,104,台北二,98.2,65.8,37.7,66.6,1907
2024.09.11,N04,FT9,南瓜-進口,104,台北二,41.2,32.2,22.7,32.1,2795
2024.09.11,N04,FU1,隼人瓜,104,台北二,21.9,16.2,10.7,16.3,1625
2024.09.11,N04,FU2,隼人瓜-瓜苗,104,台北二,176,148.9,125.1,149.6,448
2024.09.11,N04,FV0,辣椒-其他,104,台北二,252.6,81.6,50,109.5,39
2024.09.11,N04,FV1,辣椒-紅小,104,台北二,146.2,136.4,110,133.1,356
2024.09.11,N04,FV2,辣椒-青小,104,台北二,117.8,88.9,62.9,89.5,108
2024.09.11,N04,FV4,辣椒-朝天椒,104,台北二,438,410.7,170.4,368.1,264
