transaction_date,category_code,crop_code,crop_name,market_code,market_name,highest_price,median_price,lowest_price,average_price,transaction_volume
2024.08.04,N05,11,椰子,104,台北二,33.9,24.7,17.7,25.1,1457
2024.08.04,N05,129,椰子-剝殼進口,104,台北二,26.7,26.7,26.7,26.7,800
2024.08.04,N05,31,釋迦,104,台北二,71.8,58.1,43.2,57.9,5291
2024.08.04,N05,469,藍莓-進口,104,台北二,266.7,201.3,80,190.1,270
2024.08.04,N05,50,百香果-其他,104,台北二,143.7,73.8,44.6,81.9,747
2024.08.04,N05,51,百香果-改良種,104,台北二,99.1,58.9,38.2,62.8,5790
2024.08.04,N05,72,小番茄-聖女,104,台北二,200.7,171.5,116.2,166.3,850
2024.08.04,N05,74,小番茄-玉女,104,台北二,397.5,344.3,225,331.1,252
2024.08.04,N05,811,紅龍果-白肉,104,台北二,80,44.1,24.1,47.3,5020
2024.08.04,N05,812,紅龍果-紅肉,104,台北二,99.8,61.3,30.3,62.8,8810
2024.08.04,N05,813,紅龍果-雙色紅龍果,104,台北二,126.4,92.9,25.2,86.1,141
2024.08.04,N05,839,櫻桃-進口,104,台北二,258.8,198.1,148.2,200.2,2761
2024.08.04,N05,859,榴槤-進口,104,台北二,146.7,145.6,145.5,145.8,750
2024.08.04,N05,87,紅毛丹,104,台北二,158.7,88.5,85,101.9,51
2024.08.04,N05,91,其他,104,台北二,25.4,20.2,14.4,20.1,583
2024.08.04,N05,A0,香蕉-其他,104,台北二,15,14.5,12.2,14.2,96
2024.08.04,N05,A1,香蕉,104,台北二,54.3,39.3,27.3,39.9,6555
2024.08.04,N05,A2,香蕉-芭蕉紅芭蕉,104,台北二,57.7,27.2,18,31.5,3406
2024.08.04,N05,A3,香蕉-旦蕉,104,台北二,60,60,60,60,20
2024.08.04,N05,A4,香蕉-越旦,104,台北二,27.8,24.3,20.1,24.2,393
2024.08.04,N05,B2,鳳梨-金鑽鳳梨,104,台北二,55.1,46.2,26.6,44,4612
2024.08.04,N05,B7,鳳梨-牛奶鳳梨,104,台北二,44.2,34.4,23.6,34.2,3384
2024.08.04,N05,B8,鳳梨-西瓜鳳梨,104,台北二,32,31,30,31,652
2024.08.04,N05,C9,柑橘-進口,104,台北二,279.2,57,51.9,100.4,1495
2024.08.04,N05,E9,甜橙-進口,104,台北二,31,29.1,26.7,29,3860
2024.08.04,N05,F0,雜柑-其他,104,台北二,35,35,35,35,13
2024.08.04,N05,F1,雜柑-檸檬,104,台北二,34.2,27.2,17,26.5,700
2024.08.04,N05,F4,雜柑-桔子,104,台北二,78.8,39,18.4,42.8,436
2024.08.04,N05,F5,雜柑-無子檸檬,104,台北二,37.3,23.2,15.6,24.5,4198
2024.08.04,N05,F6,雜柑-黃金檸檬,104,台北二,28.9,22.4,16.3,22.4,459
2024.08.04,N04,FA1,黃秋葵,104,台北二,224.2,151.6,99.6,155.7,343
2024.08.04,N04,FB1,花椰菜-青梗,104,台北二,201.9,118.8,100,131.6,104
2024.08.04,N04,FC1,胡瓜-黑刺,104,台北二,66.2,42.5,13.4,41.4,4039
2024.08.04,N04,FD0,花胡瓜-其他,104,台北二,153.1,117.3,74.6,115.9,597
2024.08.04,N04,FD1,花胡瓜,104,台北二,125.4,94.1,65.8,94.7,12503
2024.08.04,N04,FE1,冬瓜-白皮,104,台北二,28.6,16.8,9.4,17.7,3659
2024.08.04,N04,FF0,絲瓜-其他,104,台北二,81.4,64.3,36.3,62.1,708
2024.08.04,N04,FF1,絲瓜,104,台北二,105.9,58,25.1,61,3501
2024.08.04,N04,FF2,絲瓜-角瓜,104,台北二,55,55,55,55,20
2024.08.04,N04,FG0,苦瓜-其他,104,台北二,149.9,89.6,49.7,93.7,564
2024.08.04,N04,FG1,苦瓜-白大米,104,台北二,153.8,83,48.6,90.3,2545
2024.08.04,N04,FG2,苦瓜-青大米,104,台北二,60,44.6,40,46.8,255
2024.08.04,N04,FG3,苦瓜-山苦瓜,104,台北二,95,90.9,82,89.9,49
2024.08.04,N04,FG4,苦瓜-翠綠,104,台北二,118.3,55.6,40,65,90
2024.08.04,N04,FH3,扁蒲-花蒲,104,台北二,65.6,47.7,31.3,48,646
2024.08.04,N04,FH4,扁蒲-梨子蒲,104,台北二,81.5,58,33.8,57.9,973
2024.08.04,N04,FI0,茄子-其他,104,台北二,95,37.4,22,45.8,49
2024.08.04,N04,FI2,茄子-麻荸茄,104,台北二,79.7,44.2,31.4,48.8,4926
2024.08.04,N04,FI3,茄子-日本種,104,台北二,59.7,22.2,20,29.3,190
2024.08.04,N04,FJ1,番茄-黑柿,104,台北二,70,50,35,51,56
2024.08.04,N04,FJ3,番茄-牛番茄,104,台北二,156.1,89.1,34.9,91.7,9168
2024.08.04,N04,FK4,甜椒-彩色種,104,台北二,136,84.6,50.1,88,2064
2024.08.04,N04,FK5,甜椒-青椒,104,台北二,140.4,89.4,39.6,89.6,1002
2024.08.04,N04,FK6,甜椒-水果彩椒,104,台北二,181.7,127.1,73.4,127.3,314
2024.08.04,N04,FK9,甜椒-進口,104,台北二,220,160,100,160,200
2024.08.04,N04,FL9,豌豆-進口,104,台北二,157,123.6,66,118.7,896
2024.08.04,N04,FM2,菜豆-青色,104,台北二,140.8,78.2,46.8,84.4,325
2024.08.04,N04,FN1,敏豆-白豆,104,台北二,393.8,159.6,34.4,181.4,783
2024.08.04,N04,FN5,敏豆-醜豆,104,台北二,223.2,164,41.5,151.3,119
2024.08.04,N04,FQ1,毛豆-豆莢,104,台北二,76.5,50,50,55.3,34
2024.08.04,N04,FQ2,毛豆-豆仁,104,台北二,207,190.6,150,185.8,250
2024.08.04,N04,FR9,青花苔-進口,104,台北二,100,95.5,83.1,93.9,7235
2024.08.04,N04,FS1,越瓜-青色,104,台北二,34,21.6,13,22.3,90
2024.08.04,N04,FS2,越瓜-白色,104,台北二,40,40,40,40,40
2024.08.04,N04,FT1,南瓜-木瓜形,104,台北二,60.8,45.2,37,46.7,2281
2024.08.04,N04,FT2,南瓜-圓形,104,台北二,46.2,38.2,36.6,39.5,899
2024.08.04,N04,FT5,南瓜-青如意,104,台北二,219.1,179.1,78.9,167.1,548
2024.08.04,N04,FT7,南瓜-栗子,104,台北二,60,53.6,50,54.2,178
2024.08.04,N04,FT9,南瓜-進口,104,台北二,56.2,39.2,30.8,40.9,480
2024.08.04,N04,FU1,隼人瓜,104,台北二,35.3,30.3,20.6,29.4,917
2024.08.04,N04,FU2,隼人瓜-瓜苗,104,台北二,204.7,178.7,137.1,175.6,398
2024.08.04,N04,FV0,辣椒-其他,104,台北二,71.8,55.2,50,57.5,57
