transaction_date,category_code,crop_code,crop_name,market_code,market_name,highest_price,median_price,lowest_price,average_price,transaction_volume
2024.08.09,N05,11,椰子,104,台北二,31.7,20.5,17.6,22.2,1081
2024.08.09,N05,119,椰子-進口,104,台北二,103.2,69.8,55,73.6,310
2024.08.09,N05,12,椰子-剝殼,104,台北二,38,38,38,38,60
2024.08.09,N05,129,椰子-剝殼進口,104,台北二,40,40,28.6,37.7,1400
2024.08.09,N05,31,釋迦,104,台北二,78.8,57.7,41.9,58.8,4786
2024.08.09,N05,459,草莓-進口,104,台北二,222.2,222.2,222.2,222.2,60
2024.08.09,N05,469,藍莓-進口,104,台北二,281.2,263.3,233.3,260.9,230
2024.08.09,N05,50,百香果-其他,104,台北二,130,80.5,51,84.5,569
2024.08.09,N05,51,百香果-改良種,104,台北二,117.7,67.5,39.5,72,4533
2024.08.09,N05,70,小番茄-其他,104,台北二,135,127.5,120,127.5,12
2024.08.09,N05,72,小番茄-聖女,104,台北二,201.4,137,87,139.9,992
2024.08.09,N05,74,小番茄-玉女,104,台北二,470,326.7,217.3,333.5,156
2024.08.09,N05,811,紅龍果-白肉,104,台北二,89,56.6,38.2,59.4,3626
2024.08.09,N05,812,紅龍果-紅肉,104,台北二,112.5,85,53.9,84.3,5580
2024.08.09,N05,813,紅龍果-雙色紅龍果,104,台北二,57,54.3,45,53,18
2024.08.09,N05,839,櫻桃-進口,104,台北二,337.3,225,169,236.2,1377
2024.08.09,N05,859,榴槤-進口,104,台北二,133.3,133.3,133.3,133.3,1749
2024.08.09,N05,86,山竹,104,台北二,100,100,100,100,40
2024.08.09,N05,87,紅毛丹,104,台北二,166,154.8,140,154.1,91
2024.08.09,N05,91,其他,104,台北二,87,36.1,25.8,44.2,327
2024.08.09,N05,A0,香蕉-其他,104,台北二,15,13.4,10.2,13.1,63
2024.08.09,N05,A1,香蕉,104,台北二,50.4,40.9,32.4,41.1,4335
2024.08.09,N05,A2,香蕉-芭蕉紅芭蕉,104,台北二,63.8,38.3,24.9,40.7,2152
2024.08.09,N05,A3,香蕉-旦蕉,104,台北二,60,60,60,60,4
2024.08.09,N05,A4,香蕉-越旦,104,台北二,53.5,34.3,17.7,34.8,262
2024.08.09,N05,B2,鳳梨-金鑽鳳梨,104,台北二,54.5,38.8,24.8,39.2,2966
2024.08.09,N05,B7,鳳梨-牛奶鳳梨,104,台北二,44.8,36.4,29.1,36.6,2081
2024.08.09,N05,B8,鳳梨-西瓜鳳梨,104,台北二,45,42.6,39.1,42.4,416
2024.08.09,N05,C9,柑橘-進口,104,台北二,110.7,43.5,29.6,54.2,3119
2024.08.09,N05,E9,甜橙-進口,104,台北二,49.3,38.3,31,39.1,3438
2024.08.09,N05,F1,雜柑-檸檬,104,台北二,38.6,23.9,17.1,25.5,616
2024.08.09,N05,F4,雜柑-桔子,104,台北二,94.8,57.7,31.5,59.9,241
2024.08.09,N05,F5,雜柑-無子檸檬,104,台北二,34.8,25.4,16.5,25.5,4102
2024.08.09,N05,F6,雜柑-黃金檸檬,104,台北二,24,19.2,15.2,19.4,570
2024.08.09,N04,FA0,其他花類,104,台北二,110,110,110,110,20
2024.08.09,N04,FA1,黃秋葵,104,台北二,242.2,148.3,81.5,153.7,398
2024.08.09,N04,FB1,花椰菜-青梗,104,台北二,220,178.6,50,161.2,26
2024.08.09,N04,FC1,胡瓜-黑刺,104,台北二,76.3,51.8,24.2,51.2,1956
2024.08.09,N04,FD0,花胡瓜-其他,104,台北二,138.4,98.3,54.9,97.6,430
2024.08.09,N04,FD1,花胡瓜,104,台北二,97,74,44.6,72.7,9668
2024.08.09,N04,FE0,冬瓜-其他,104,台北二,14.7,10,10,11,148
2024.08.09,N04,FE1,冬瓜-白皮,104,台北二,21.9,15.3,9,15.4,4219
2024.08.09,N04,FF0,絲瓜-其他,104,台北二,121.6,112.9,62.7,104.6,290
2024.08.09,N04,FF1,絲瓜,104,台北二,214.6,103,39.5,112.6,738
2024.08.09,N04,FF4,絲瓜-長絲瓜,104,台北二,92,92,92,92,20
2024.08.09,N04,FG0,苦瓜-其他,104,台北二,130.4,102.9,62.4,100.3,630
2024.08.09,N04,FG1,苦瓜-白大米,104,台北二,153,103.3,46.3,101.8,1532
2024.08.09,N04,FG3,苦瓜-山苦瓜,104,台北二,80,61.5,50,62.9,45
2024.08.09,N04,FG4,苦瓜-翠綠,104,台北二,170,134.5,42.6,123.2,80
2024.08.09,N04,FH3,扁蒲-花蒲,104,台北二,84.5,65.1,50.7,66.1,389
2024.08.09,N04,FH4,扁蒲-梨子蒲,104,台北二,116.2,84.2,64.9,86.7,356
2024.08.09,N04,FI0,茄子-其他,104,台北二,100,49.5,20,53.7,38
2024.08.09,N04,FI2,茄子-麻荸茄,104,台北二,76.7,36.6,17.7,40.9,4435
2024.08.09,N04,FI3,茄子-日本種,104,台北二,45,26.8,20,29.1,86
2024.08.09,N04,FJ1,番茄-黑柿,104,台北二,120.4,86.7,45.3,85.2,448
2024.08.09,N04,FJ3,番茄-牛番茄,104,台北二,125.4,83.7,33.8,82.1,8541
2024.08.09,N04,FK4,甜椒-彩色種,104,台北二,110.4,77.2,39.5,76.3,2070
2024.08.09,N04,FK5,甜椒-青椒,104,台北二,92.8,67,45,67.8,1950
2024.08.09,N04,FK6,甜椒-水果彩椒,104,台北二,179.2,118,63.6,119.4,544
2024.08.09,N04,FK9,甜椒-進口,104,台北二,60,57.3,50,56.4,200
2024.08.09,N04,FL9,豌豆-進口,104,台北二,169.9,152.4,112.7,148,700
2024.08.09,N04,FM2,菜豆-青色,104,台北二,117,84.4,53.8,84.8,985
2024.08.09,N04,FM3,菜豆-紅色,104,台北二,125,121.7,120,122,25
