transaction_date,category_code,crop_code,crop_name,market_code,market_name,highest_price,median_price,lowest_price,average_price,transaction_volume
2024.09.24,N05,11,椰子,104,台北二,24.2,16.7,12,17.3,1271
2024.09.24,N05,129,椰子-剝殼進口,104,台北二,33.3,27.2,26.7,28.3,3040
2024.09.24,N05,31,釋迦,104,台北二,120.7,81,59,84.6,1537
2024.09.24,N05,459,草莓-進口,104,台北二,222.2,222.2,222.2,222.2,90
2024.09.24,N05,469,藍莓-進口,104,台北二,333.3,223.7,75,215.9,110
2024.09.24,N05,50,百香果-其他,104,台北二,159,139.2,90.8,133.5,279
2024.09.24,N05,51,百香果-改良種,104,台北二,174.4,114.5,60.8,115.7,2210
2024.09.24,N05,72,小番茄-聖女,104,台北二,252.2,217.2,152.2,211.2,444
2024.09.24,N05,74,小番茄-玉女,104,台北二,400,360.5,246.5,345.6,204
2024.09.24,N05,811,紅龍果-白肉,104,台北二,100.1,67.8,46.2,70,3430
2024.09.24,N05,812,紅龍果-紅肉,104,台北二,103,63.3,35.8,65.7,8616
2024.09.24,N05,813,紅龍果-雙色紅龍果,104,台北二,136.7,104.6,66.5,103.4,424
2024.09.24,N05,859,榴槤-進口,104,台北二,133.3,133.3,133.3,133.3,1700
2024.09.24,N05,91,其他,104,台北二,325,251.7,45,225,75
2024.09.24,N05,919,其他-進口,104,台北二,253.3,247.4,226.6,244.4,15
2024.09.24,N05,A0,香蕉-其他,104,台北二,22,18.8,15,18.7,34
2024.09.24,N05,A1,香蕉,104,台北二,55.9,34.1,23.4,36.3,10005
2024.09.24,N05,A2,香蕉-芭蕉紅芭蕉,104,台北二,77.2,48.5,32.9,51.1,1735
2024.09.24,N05,A4,香蕉-越旦,104,台北二,39.4,28.3,22.8,29.4,477
2024.09.24,N05,B2,鳳梨-金鑽鳳梨,104,台北二,57,36.2,19.1,36.9,3486
2024.09.24,N05,B7,鳳梨-牛奶鳳梨,104,台北二,16,16,16,16,50
2024.09.24,N05,C9,柑橘-進口,104,台北二,66.1,54.4,51.9,56.2,905
2024.09.24,N05,E1,甜橙-柳橙,104,台北二,40,25.2,24.7,28.1,648
2024.09.24,N05,E9,甜橙-進口,104,台北二,39.6,36.7,36.7,37.2,3800
2024.09.24,N05,F1,雜柑-檸檬,104,台北二,47.1,29.6,16.1,30.4,410
2024.09.24,N05,F4,雜柑-桔子,104,台北二,63.9,38.8,30,42,112
2024.09.24,N05,F5,雜柑-無子檸檬,104,台北二,66.1,31.6,17.3,35.7,1968
2024.09.24,N04,FA0,其他花類,104,台北二,110,110,110,110,15
2024.09.24,N04,FA1,黃秋葵,104,台北二,115.6,66.6,26,68.3,1611
