transaction_date,category_code,crop_code,crop_name,market_code,market_name,highest_price,median_price,lowest_price,average_price,transaction_volume
2024.08.16,N05,11,椰子,104,台北二,37.4,21,17.2,23.5,1426
2024.08.16,N05,12,椰子-剝殼,104,台北二,35,35,35,35,60
2024.08.16,N05,129,椰子-剝殼進口,104,台北二,65.7,40,40,45.1,520
2024.08.16,N05,31,釋迦,104,台北二,86.1,65.6,52.3,67.1,3769
2024.08.16,N05,459,草莓-進口,104,台北二,222.2,222.2,222.2,222.2,72
2024.08.16,N05,469,藍莓-進口,104,台北二,233.4,93.3,70,116.7,70
2024.08.16,N05,50,百香果-其他,104,台北二,165,95.2,47.4,99.6,1013
2024.08.16,N05,51,百香果-改良種,104,台北二,128.6,79.2,53.8,84,2320
2024.08.16,N05,70,小番茄-其他,104,台北二,78,76.7,75,76.6,90
2024.08.16,N05,72,小番茄-聖女,104,台北二,163.5,132.7,80.4,128.4,1370
2024.08.16,N05,74,小番茄-玉女,104,台北二,375.1,296.7,120,277,282
2024.08.16,N05,811,紅龍果-白肉,104,台北二,116.8,33.2,20.5,47.4,5694
2024.08.16,N05,812,紅龍果-紅肉,104,台北二,124.9,68,27.6,71.3,12961
2024.08.16,N05,813,紅龍果-雙色紅龍果,104,台北二,143.3,76.6,26.2,79.9,348
2024.08.16,N05,839,櫻桃-進口,104,台北二,240,210.3,179.9,210.2,1725
2024.08.16,N05,859,榴槤-進口,104,台北二,130.3,117.7,106.7,118,1940
2024.08.16,N05,86,山竹,104,台北二,30,30,30,30,6
2024.08.16,N05,87,紅毛丹,104,台北二,157.8,130,107.1,131,268
2024.08.16,N05,91,其他,104,台北二,67.5,35.6,25.9,40,412
2024.08.16,N05,919,其他-進口,104,台北二,253.4,253.4,253.4,253.4,10
2024.08.16,N05,A1,香蕉,104,台北二,75.2,60.9,45.2,60.6,3551
2024.08.16,N05,A2,香蕉-芭蕉紅芭蕉,104,台北二,85.6,44.6,25.8,49,1835
2024.08.16,N05,A3,香蕉-旦蕉,104,台北二,90,90,90,90,70
2024.08.16,N05,A4,香蕉-越旦,104,台北二,48.4,41.3,25.2,39.5,119
2024.08.16,N05,B2,鳳梨-金鑽鳳梨,104,台北二,65.6,46.2,21.8,45.2,3859
2024.08.16,N05,B7,鳳梨-牛奶鳳梨,104,台北二,42.9,36,27.5,35.7,2226
2024.08.16,N05,B8,鳳梨-西瓜鳳梨,104,台北二,40.8,36.4,35.4,37.1,425
2024.08.16,N05,C9,柑橘-進口,104,台北二,88.6,63.5,50.5,65.9,6418
2024.08.16,N05,E9,甜橙-進口,104,台北二,62.8,39.9,26.7,41.8,5855
