transaction_date,category_code,crop_code,crop_name,market_code,market_name,highest_price,median_price,lowest_price,average_price,transaction_volume
2024.09.01,N05,11,椰子,104,台北二,27.8,20.9,17.3,21.5,1058
2024.09.01,N05,129,椰子-剝殼進口,104,台北二,85,79.5,46.7,74,70
2024.09.01,N05,31,釋迦,104,台北二,121.6,86.2,64.1,88.8,1294
2024.09.01,N05,469,藍莓-進口,104,台北二,251.9,233.3,233.3,237,90
2024.09.01,N05,50,百香果-其他,104,台北二,119.2,106.2,88,105.2,1387
2024.09.01,N05,51,百香果-改良種,104,台北二,156.3,104.9,67.8,107.7,4089
2024.09.01,N05,72,小番茄-聖女,104,台北二,168.1,119.8,70.6,119.6,1324
2024.09.01,N05,74,小番茄-玉女,104,台北二,445.4,285.1,228.6,305.9,312
2024.09.01,N05,811,紅龍果-白肉,104,台北二,102.8,66.2,33.5,67,3773
2024.09.01,N05,812,紅龍果-紅肉,104,台北二,129.8,75.6,44.4,80.2,7692
2024.09.01,N05,813,紅龍果-雙色紅龍果,104,台北二,147.9,121.8,61.8,115,114
2024.09.01,N05,839,櫻桃-進口,104,台北二,106.7,106.7,106.7,106.7,1860
2024.09.01,N05,87,紅毛丹,104,台北二,192,191.1,190,191.1,17
2024.09.01,N05,91,其他,104,台北二,41.7,35.9,26.9,35.3,235
2024.09.01,N05,919,其他-進口,104,台北二,53.3,53.3,53.3,53.3,200
2024.09.01,N05,A0,香蕉-其他,104,台北二,13,11.6,10,11.6,31
2024.09.01,N05,A1,香蕉,104,台北二,78.1,61.6,46.3,61.9,5265
2024.09.01,N05,A2,香蕉-芭蕉紅芭蕉,104,台北二,67.8,33.4,20.8,37.8,2550
2024.09.01,N05,A4,香蕉-越旦,104,台北二,39.4,30.5,25.2,31.2,152
2024.09.01,N05,B0,鳳梨-其他,104,台北二,65,60.6,51.2,59.6,252
2024.09.01,N05,B2,鳳梨-金鑽鳳梨,104,台北二,76.6,61.9,32.9,59.1,1853
2024.09.01,N05,B7,鳳梨-牛奶鳳梨,104,台北二,55,46.6,27.1,44.4,918
2024.09.01,N05,B8,鳳梨-西瓜鳳梨,104,台北二,34,31.2,28,31.1,115
2024.09.01,N05,C9,柑橘-進口,104,台北二,122.5,58.4,37,66.9,2137
2024.09.01,N05,E9,甜橙-進口,104,台北二,54.9,37.6,33.3,40.2,3754
2024.09.01,N05,F0,雜柑-其他,104,台北二,22,22,22,22,10
2024.09.01,N05,F1,雜柑-檸檬,104,台北二,47.2,28.7,15,29.7,813
2024.09.01,N05,F4,雜柑-桔子,104,台北二,57,39.2,15,37.9,260
2024.09.01,N05,F5,雜柑-無子檸檬,104,台北二,41.6,26,15.3,27,2485
2024.09.01,N05,F6,雜柑-黃金檸檬,104,台北二,31,29.6,29,29.8,80
2024.09.01,N04,FA1,黃秋葵,104,台北二,140.4,94,48.7,94.2,1205
2024.09.01,N04,FA2,樊花,104,台北二,5,5,5,5,9
2024.09.01,N04,FB1,花椰菜-青梗,104,台北二,190,166.8,87.2,155.5,156
2024.09.01,N04,FC1,胡瓜-黑刺,104,台北二,54.9,34.3,19.9,35.6,6083
2024.09.01,N04,FD0,花胡瓜-其他,104,台北二,141.9,95.2,60,97.5,435
2024.09.01,N04,FD1,花胡瓜,104,台北二,88.2,65.7,32,63.4,11656
2024.09.01,N04,FE0,冬瓜-其他,104,台北二,40,34.2,16,31.8,64
2024.09.01,N04,FE1,冬瓜-白皮,104,台北二,30.6,25.7,17.4,25,3068
2024.09.01,N04,FF0,絲瓜-其他,104,台北二,39.7,32.8,21.7,31.9,1764
2024.09.01,N04,FF1,絲瓜,104,台北二,48.5,34.6,20.4,34.5,11667
2024.09.01,N04,FF2,絲瓜-角瓜,104,台北二,70,66.1,45.7,62.8,117
2024.09.01,N04,FF4,絲瓜-長絲瓜,104,台北二,26,23.3,16.1,22.4,199
2024.09.01,N04,FG0,苦瓜-其他,104,台北二,73.5,55.2,39,55.6,1288
2024.09.01,N04,FG1,苦瓜-白大米,104,台北二,98.7,77.4,54.7,77.2,3552
2024.09.01,N04,FG2,苦瓜-青大米,104,台北二,45,40.2,40,41.1,135
2024.09.01,N04,FG3,苦瓜-山苦瓜,104,台北二,165,165,165,165,14
2024.09.01,N04,FG4,苦瓜-翠綠,104,台北二,58.2,49.5,40,49.3,558
2024.09.01,N04,FH3,扁蒲-花蒲,104,台北二,36.5,28,22.5,28.6,2236
2024.09.01,N04,FH4,扁蒲-梨子蒲,104,台北二,36.6,33,24.3,32,2962
2024.09.01,N04,FI0,茄子-其他,104,台北二,80,69.9,50,67.9,168
2024.09.01,N04,FI2,茄子-麻荸茄,104,台北二,71.6,46.9,25.9,47.6,5636
2024.09.01,N04,FI3,茄子-日本種,104,台北二,70,55.2,45,56.1,18
2024.09.01,N04,FJ3,番茄-牛番茄,104,台北二,101.3,77.5,42.6,75.3,12123
2024.09.01,N04,FK4,甜椒-彩色種,104,台北二,151.2,78.9,48.1,87.2,980
2024.09.01,N04,FK5,甜椒-青椒,104,台北二,94,74.7,40.2,71.7,2769
2024.09.01,N04,FK6,甜椒-水果彩椒,104,台北二,173.7,98.2,61,105.8,498
2024.09.01,N04,FK9,甜椒-進口,104,台北二,70.2,43.4,21.8,44.5,840
2024.09.01,N04,FL9,豌豆-進口,104,台北二,186.3,151.1,90.4,146,732
2024.09.01,N04,FM2,菜豆-青色,104,台北二,114.4,81.5,43.6,80.5,1205
2024.09.01,N04,FN1,敏豆-白豆,104,台北二,249.5,157.3,43,152.9,1572
2024.09.01,N04,FN5,敏豆-醜豆,104,台北二,127.5,103,59.4,99.2,308
2024.09.01,N04,FQ2,毛豆-豆仁,104,台北二,310,280.8,210,272.5,32
2024.09.01,N04,FR9,青花苔-進口,104,台北二,93.9,73.7,55.3,74.1,7763
2024.09.01,N04,FS1,越瓜-青色,104,台北二,15.9,5,5,7.2,490
2024.09.01,N04,FS2,越瓜-白色,104,台北二,40,40,40,40,20
2024.09.01,N04,FT0,南瓜-其他,104,台北二,55,55,55,55,48
