transaction_date,category_code,crop_code,crop_name,market_code,market_name,highest_price,median_price,lowest_price,average_price,transaction_volume
2024.09.12,N05,11,椰子,104,台北二,28.2,20.5,17.9,21.5,949
2024.09.12,N05,12,椰子-剝殼,104,台北二,17,17,17,17,90
2024.09.12,N05,129,椰子-剝殼進口,104,台北二,33.3,33.3,33.3,33.3,1180
2024.09.12,N05,31,釋迦,104,台北二,124.1,84.2,56.6,86.6,840
2024.09.12,N05,469,藍莓-進口,104,台北二,266.7,176.4,66.7,172.5,430
2024.09.12,N05,50,百香果-其他,104,台北二,164.3,125,101.5,128.2,1010
2024.09.12,N05,51,百香果-改良種,104,台北二,184.1,125.5,77,127.5,2138
2024.09.12,N05,72,小番茄-聖女,104,台北二,169.4,155.9,111.5,149.7,846
2024.09.12,N05,74,小番茄-玉女,104,台北二,369.4,293.3,199,289.7,186
2024.09.12,N05,811,紅龍果-白肉,104,台北二,95.6,48.6,32.3,54.8,2171
2024.09.12,N05,812,紅龍果-紅肉,104,台北二,91.1,56.5,32.5,58.6,10271
2024.09.12,N05,813,紅龍果-雙色紅龍果,104,台北二,189,122,70,125,217
2024.09.12,N05,91,其他,104,台北二,220.2,44.2,30,76.6,146
2024.09.12,N05,919,其他-進口,104,台北二,106.7,106.7,106.7,106.7,10
2024.09.12,N05,A0,香蕉-其他,104,台北二,25,25,25,25,32
2024.09.12,N05,A1,香蕉,104,台北二,57,45.3,34.7,45.5,4920
2024.09.12,N05,A2,香蕉-芭蕉紅芭蕉,104,台北二,61.4,40,26.7,41.6,1795
2024.09.12,N05,A4,香蕉-越旦,104,台北二,35,32.2,24.4,31.2,364
2024.09.12,N05,B2,鳳梨-金鑽鳳梨,104,台北二,62,54.8,36.1,52.5,3072
2024.09.12,N05,B7,鳳梨-牛奶鳳梨,104,台北二,45,18.8,11.8,22.6,420
2024.09.12,N05,B8,鳳梨-西瓜鳳梨,104,台北二,40,35.8,33,36.1,142
2024.09.12,N05,C9,柑橘-進口,104,台北二,147.3,74.7,56,85.5,3264
2024.09.12,N05,E1,甜橙-柳橙,104,台北二,27.4,22.1,22,23.1,288
2024.09.12,N05,E9,甜橙-進口,104,台北二,45.4,40,40,41.1,1820
2024.09.12,N05,F1,雜柑-檸檬,104,台北二,37.4,18.9,10,20.9,779
2024.09.12,N05,F4,雜柑-桔子,104,台北二,74.4,44.6,25.2,46.7,429
2024.09.12,N05,F5,雜柑-無子檸檬,104,台北二,38.2,27.8,17.3,27.8,2465
2024.09.12,N05,F6,雜柑-黃金檸檬,104,台北二,31,28.2,21.5,27.4,200
2024.09.12,N04,FA0,其他花類,104,台北二,110,110,110,110,5
2024.09.12,N04,FA1,黃秋葵,104,台北二,110.8,72.4,35,72.6,1179
2024.09.12,N04,FB1,花椰菜-青梗,104,台北二,143.5,106.5,58.4,104.3,137
2024.09.12,N04,FC1,胡瓜-黑刺,104,台北二,46.7,25.8,14.8,27.8,5655
2024.09.12,N04,FD0,花胡瓜-其他,104,台北二,126.1,61.6,40.5,70.3,338
2024.09.12,N04,FD1,花胡瓜,104,台北二,62.2,42.4,19.8,41.8,10702
2024.09.12,N04,FE0,冬瓜-其他,104,台北二,30,30,30,30,18
2024.09.12,N04,FE1,冬瓜-白皮,104,台北二,22.3,18.5,14.8,18.5,3616
2024.09.12,N04,FF0,絲瓜-其他,104,台北二,21.7,14.8,8.8,15,1761
2024.09.12,N04,FF1,絲瓜,104,台北二,28.2,13.8,6.1,15.2,13791
2024.09.12,N04,FF2,絲瓜-角瓜,104,台北二,20,17.4,10,16.4,56
2024.09.12,N04,FF4,絲瓜-長絲瓜,104,台北二,24,9.9,5,11.8,122
2024.09.12,N04,FG0,苦瓜-其他,104,台北二,66.6,50.5,22.9,48.2,795
2024.09.12,N04,FG1,苦瓜-白大米,104,台北二,91.1,53,31.4,56.3,2440
2024.09.12,N04,FG3,苦瓜-山苦瓜,104,台北二,100,94.7,90,94.8,27
2024.09.12,N04,FG4,苦瓜-翠綠,104,台北二,46.4,38,27.8,37.6,657
2024.09.12,N04,FH3,扁蒲-花蒲,104,台北二,33.4,24.4,14.6,24.3,1710
2024.09.12,N04,FH4,扁蒲-梨子蒲,104,台北二,31.3,23.9,15.3,23.6,2313
2024.09.12,N04,FI0,茄子-其他,104,台北二,65,48.6,26,47.4,123
2024.09.12,N04,FI2,茄子-麻荸茄,104,台北二,33.5,17.5,10.6,19.3,9029
2024.09.12,N04,FI3,茄子-日本種,104,台北二,30.6,14.9,10,17.1,214
2024.09.12,N04,FJ3,番茄-牛番茄,104,台北二,104.4,69.3,41.6,70.8,9065
2024.09.12,N04,FK0,甜椒-其他,104,台北二,55,55,51.4,54.3,21
2024.09.12,N04,FK4,甜椒-彩色種,104,台北二,160.7,102.2,51.4,103.8,653
