transaction_date,category_code,crop_code,crop_name,market_code,market_name,highest_price,median_price,lowest_price,average_price,transaction_volume
2024.09.09,N06,FB000,火鶴花,105,台北市場,18,14,6,13.5,430
2024.09.09,N06,FB001,火鶴花-混色,105,台北市場,11,8,7,8.3,200
2024.09.09,N06,FB100,火鶴花-紅色,105,台北市場,16,14,12,14,160
2024.09.09,N06,FB105,火鶴花-紅綠邊,105,台北市場,16,12,8,12.2,115
2024.09.09,N06,FB106,火鶴花-丘比特,105,台北市場,24,13,7,14,1700
2024.09.09,N06,FB108,火鶴花-千里達,105,台北市場,14,11,7,11,177
2024.09.09,N06,FB111,火鶴花-月光,105,台北市場,16,15,12,14.4,1332
2024.09.09,N06,FB113,火鶴花-紅鈴,105,台北市場,22,15,10,15.5,1185
2024.09.09,N06,FB200,火鶴花-橙色,105,台北市場,9,9,9,9,30
2024.09.09,N06,FB201,火鶴花-桔綠邊,105,台北市場,13,13,13,13,30
2024.09.09,N06,FB400,火鶴花-粉色,105,台北市場,20,16,9,15.3,70
2024.09.09,N06,FB401,火鶴花-夏粉,105,台北市場,17,11,7,11.6,342
2024.09.09,N06,FB402,火鶴花-荷粉,105,台北市場,25,22,18,21.6,320
2024.09.09,N06,FB405,火鶴花-粉綠邊,105,台北市場,26,26,26,26,225
2024.09.09,N06,FB407,火鶴花-夢幻,105,台北市場,22,16,10,16.1,670
2024.09.09,N06,FB408,火鶴花-粉佳人,105,台北市場,8,8,8,8,30
2024.09.09,N06,FB415,火鶴花-羅莎,105,台北市場,28,21,11,20.7,1597
2024.09.09,N06,FB417,火鶴花-彩虹,105,台北市場,14,14,14,14,40
2024.09.09,N06,FB419,火鶴花-太極,105,台北市場,18,11,6,11.1,300
2024.09.09,N06,FB420,火鶴花-小紅莓,105,台北市場,14,14,14,14,60
2024.09.09,N06,FB426,火鶴花-粉蕾絲,105,台北市場,25,22,14,21.1,335
2024.09.09,N06,FB500,火鶴花-翠綠,105,台北市場,31,24,12,23.1,1053
2024.09.09,N06,FB501,火鶴花-蘋果綠,105,台北市場,11,11,11,11,30
2024.09.09,N06,FB505,火鶴花-香檳,105,台北市場,23,19,14,18.7,141
2024.09.09,N06,FB600,火鶴花-白色,105,台北市場,22,11,7,12.6,115
2024.09.09,N06,FB601,火鶴花-白青心,105,台北市場,26,18,10,18,398
2024.09.09,N06,FB700,火鶴花-紫色,105,台北市場,22,21,20,20.8,250
2024.09.09,N06,FB805,火鶴花-黑珍珠,105,台北市場,20,15,13,15.3,235
2024.09.09,N06,FC316,大菊-黃精競,105,台北市場,180,131,86,132,270
2024.09.09,N06,FC613,大菊-白天星,105,台北市場,207,122,79,130.2,1887
2024.09.09,N06,FC804,染大菊-白天星,105,台北市場,240,213,169,209.2,1066
2024.09.09,N06,FD000,小菊,105,台北市場,170,151,93,143.5,165
2024.09.09,N06,FD131,小菊-小紅娘,105,台北市場,150,126,102,126.1,101
2024.09.09,N06,FD138,小菊-卡洛琳,105,台北市場,161,148,109,142.5,472
2024.09.09,N06,FD200,小菊-金,105,台北市場,147,124,100,124.1,329
2024.09.09,N06,FD300,小菊-黃,105,台北市場,117,112,105,111.6,370
2024.09.09,N06,FD308,小菊-黃丁字菊,105,台北市場,99,95,71,91,70
2024.09.09,N06,FD321,小菊-吉祥黃,105,台北市場,125,112,88,110.1,373
2024.09.09,N06,FD422,小菊-吉祥小粉,105,台北市場,182,180,163,177.3,392
2024.09.09,N06,FD423,小菊-粉日記,105,台北市場,126,114,113,116.3,180
2024.09.09,N06,FD456,小菊-卡洛粉,105,台北市場,192,162,131,161.5,552
2024.09.09,N06,FD645,小菊-白斯不列,105,台北市場,197,175,102,165,1765
2024.09.09,N06,FD800,小菊-染色小菊,105,台北市場,155,153,150,152.7,56
2024.09.09,N06,FD801,染小菊-芬蘭,105,台北市場,194,181,155,178.5,273
2024.09.09,N06,FE000,非洲菊,105,台北市場,100,95,75,92.2,90
2024.09.09,N06,FE001,非洲菊-混合色,105,台北市場,151,121,92,121.2,1159
2024.09.09,N06,FE100,非洲菊-紅,105,台北市場,133,133,133,133,60
2024.09.09,N06,FE110,非洲菊-卡布,105,台北市場,141,132,129,133.4,108
2024.09.09,N06,FE201,非洲菊-太陽神,105,台北市場,100,96,80,93.3,60
2024.09.09,N06,FE205,非洲菊-哈利熊,105,台北市場,101,101,101,101,60
2024.09.09,N06,FE302,非洲菊-金爵,105,台北市場,125,124,120,123.3,120
2024.09.09,N06,FE400,非洲菊-粉,105,台北市場,109,109,109,109,20
2024.09.09,N06,FE401,非洲菊-伊斯瑪拉,105,台北市場,160,144,57,130.3,78
2024.09.09,N06,FE409,非洲菊-粉紅魅力,105,台北市場,178,161,90,150.3,69
2024.09.09,N06,FE415,非洲菊-粉美麗,105,台北市場,159,159,159,159,30
2024.09.09,N06,FE416,非洲菊-熱情粉,105,台北市場,172,162,100,151.8,765
2024.09.09,N06,FE600,非洲菊-白,105,台北市場,134,121,101,119.4,385
2024.09.09,N06,FE700,非洲菊-紫,105,台北市場,111,111,111,111,20
2024.09.09,N06,FE704,非洲菊-女王,105,台北市場,141,141,141,141,29
2024.09.09,N06,FE900,非洲菊-迷你混色,105,台北市場,151,96,40,95.6,670
2024.09.09,N06,FG121,劍蘭-２６５號,105,台北市場,140,101,61,100.5,36
2024.09.09,N06,FH000,其它花卉,105,台北市場,171,61,9,72.8,605
2024.09.09,N06,FH004,八卦草(黃河),105,台北市場,75,66,51,64.8,52
2024.09.09,N06,FH006,黃梔花,105,台北市場,53,47,36,46,1813
2024.09.09,N06,FH007,松蟲草,105,台北市場,184,184,184,184,13
2024.09.09,N06,FH008,洋甘菊,105,台北市場,368,245,123,245,104
2024.09.09,N06,FH009,萬壽菊,105,台北市場,185,165,122,160.3,237
2024.09.09,N06,FH101,天堂鳥,105,台北市場,134,101,76,102.6,301
2024.09.09,N06,FH112,小天堂鳥-桔帶紅,105,台北市場,53,46,38,45.5,157
2024.09.09,N06,FH114,小天堂鳥-粉紅,105,台北市場,75,71,59,69.1,92
2024.09.09,N06,FH133,鶴蕉紅美人,105,台北市場,19,19,19,19,60
2024.09.09,N06,FH137,觀音蓮,105,台北市場,27,18,17,19.8,145
2024.09.09,N06,FH156,野薑花-白,105,台北市場,88,81,66,79.7,55
2024.09.09,N06,FH158,紅薑花,105,台北市場,200,124,77,129.9,189
2024.09.09,N06,FH185,嘉蘭(火焰百合),105,台北市場,65,65,65,65,25
2024.09.09,N06,FH231,夜來香-單瓣,105,台北市場,104,96,88,95.8,98
2024.09.09,N06,FH232,夜來香-重瓣,105,台北市場,148,127,82,122.2,116
2024.09.09,N06,FH251,秀線,105,台北市場,117,82,39,80.4,210
2024.09.09,N06,FH270,千日紅,105,台北市場,62,37,21,38.8,617
2024.09.09,N06,FH293,向日葵-單瓣,105,台北市場,174,147,124,148.2,214
2024.09.09,N06,FH294,向日葵-重瓣,105,台北市場,155,121,101,123.5,130
2024.09.09,N06,FH310,大理花-混色,105,台北市場,100,100,100,100,10
2024.09.09,N06,FH312,大理花-橘色,105,台北市場,227,215,150,204.2,40
2024.09.09,N06,FH314,大理花-粉色,105,台北市場,159,145,86,136.3,26
2024.09.09,N06,FH316,大理花-白色,105,台北市場,380,113,100,168.5,23
2024.09.09,N06,FH318,大理花-雙色,105,台北市場,120,116,100,2024.3,54
2024.09.09,N06,FH330,雞冠花,105,台北市場,105,98,76,95,233
2024.09.09,N06,FH331,雞冠花-清紅,105,台北市場,129,119,83,2024.6,599
2024.09.09,N06,FH333,雞冠花-黃,105,台北市場,125,125,125,125,24
2024.09.09,N06,FH334,雞冠花-綠,105,台北市場,140,132,130,133.5,69
2024.09.09,N06,FH336,垂雞冠,105,台北市場,90,90,90,90,74
2024.09.09,N06,FH339,雞冠花-粉,105,台北市場,134,133,132,133.2,63
2024.09.09,N06,FH375,大飛燕草,105,台北市場,104,81,63,81.6,117
2024.09.09,N06,FH381,麒麟草,105,台北市場,109,80,50,79.8,1026
2024.09.09,N06,FH420,孤挺花,105,台北市場,30,30,30,30,40
2024.09.09,N06,FH460,繡球花,105,台北市場,24,17,7,16.5,149
2024.09.09,N06,FH464,繡球花-粉,105,台北市場,78,65,60,66.5,176
2024.09.09,N06,FH522,迥香-白,105,台北市場,145,145,145,145,15
2024.09.09,N06,FH631,海芋-紅,105,台北市場,41,40,23,36.5,220
2024.09.09,N06,FH633,海芋-黃,105,台北市場,116,102,67,97.8,138
2024.09.09,N06,FH640,睡蓮,105,台北市場,58,58,58,58,30
2024.09.09,N06,FH661,伯利恆之星,105,台北市場,138,126,102,124,88
2024.09.09,N06,FH670,茉莉花,105,台北市場,17,15,12,14.7,1140
2024.09.09,N06,FH710,深山櫻,105,台北市場,85,85,85,85,30
2024.09.09,N06,FL110,LA百合-紅,105,台北市場,71,71,71,71,7
2024.09.09,N06,FL113,LA百合-紅三朵,105,台北市場,154,154,154,154,12
2024.09.09,N06,FL123,LA百合-橙三朵,105,台北市場,140,140,140,140,16
2024.09.09,N06,FL129,LA百合-橙多朵,105,台北市場,143,139,135,138.9,43
2024.09.09,N06,FL140,LA百合-粉,105,台北市場,79,79,79,79,13
2024.09.09,N06,FL149,LA百合-粉多朵,105,台北市場,108,108,108,108,14
